"news_id","source","title","content_text","published_at","url","topic_tags","extracted_at","is_fraud_related"
"146","Securitylab.ru","Хакер заработал $53 млн на одной опечатке. Но то, как он потратил столь крупную сумму, удивило даже ФБР","Увиденное в квартире взломщика совсем не походило на добычу профессионального вора.","2026-04-01T04:35:10Z","https://www.securitylab.ru/news/571012.php","отчеты/","2026-04-23T07:02:34Z",
"147","Securitylab.ru","Прощай, ручная работа. Cloudflare автоматизировала поиск брешей в сетевых фильтрах","Filterforge сделает за человека всю грязную работу с трафиком.","2026-04-01T04:05:01Z","https://www.securitylab.ru/news/570996.php","продукты/","2026-04-23T07:02:34Z",
"148","Securitylab.ru","Одна из главных моделей эволюционной биологии держалась на математической ошибке","Авторы исследования призывают пересмотреть теоретические основы эволюционной биологии развития серийных структур","2026-04-01T03:19:27Z","https://www.securitylab.ru/news/571019.php","","2026-04-23T07:02:34Z",
"149","Securitylab.ru","Повестки в военкомат и отзыв аккредитации. Чем грозит персоналу ИТ компаний работа приложений через VPN","Минцифры готовит постановление, которое может лишить сотрудников отсрочки и брони от мобилизации.","2026-03-31T20:32:39Z","https://www.securitylab.ru/news/571027.php","право/","2026-04-23T07:02:34Z",
"150","Securitylab.ru","Даже организатор - инкогнито. Proton Meet довел идею конфиденциальности до абсолюта","Новый Proton Meet обещает анонимные звонки без логов и вход в конференцию даже без аккаунта.","2026-03-31T18:33:27Z","https://www.securitylab.ru/news/571018.php","бизнес/","2026-04-23T07:02:34Z",
"151","Securitylab.ru","Apple, Google и Tesla в списке целей: Иран пригрозил ударами по офисам американских компаний","В списке целей КСИР — почти вся Кремниевая долина.","2026-03-31T18:10:00Z","https://www.securitylab.ru/news/571020.php","","2026-04-23T07:02:34Z",
"152","Securitylab.ru","Хищная птица вышла на охоту: дрон Airbus сбивает дронов в воздухе. Без человека. С ракетами","Обнаружил. Сопроводил. Атаковал. Уничтожил.","2026-03-31T17:40:00Z","https://www.securitylab.ru/news/571005.php","технологии/","2026-04-23T07:02:34Z",
"153","Securitylab.ru","Вам уже надоел ClickFix? И нам надоел. И IT-специалистам из Apple, похоже, тоже","Теперь за безопасность отвечает функция, умеющая вовремя распознать чужую ловушку.","2026-03-31T17:05:05Z","https://www.securitylab.ru/news/571015.php","продукты/","2026-04-23T07:02:34Z",
"154","Securitylab.ru","Атом пойман с поличным: был здесь и там одновременно. Квантовая физика перестала быть абстракцией","Гелий бросает вызов фундаментальным основам мироздания.","2026-03-31T16:34:00Z","https://www.securitylab.ru/news/571004.php","наука/","2026-04-23T07:02:34Z",
"155","Securitylab.ru","«Я тебя не вижу». Появилась соцсеть Monnett — без алгоритмов, рекламной слежки и диктатуры ИИ","Соцсеть размещена на европейских серверах и не собирает данные для таргетинга.","2026-03-31T16:02:06Z","https://www.securitylab.ru/news/571011.php","","2026-04-23T07:02:34Z",
"156","Securitylab.ru","Пять атомов в кремнии победили квантовый хаос. Ошибки теперь не приговор — а решаемая задача","Логический квантовый процессор перестал быть экзотикой.","2026-03-31T15:29:00Z","https://www.securitylab.ru/news/571001.php","наука/","2026-04-23T07:02:34Z",
"157","Securitylab.ru","Windows 11 не смогла установиться. Microsoft отозвала патч KB5079391 спустя несколько дней","Microsoft обещала сделать Windows надежнее, но обновление сломалось само по себе.","2026-03-31T15:00:59Z","https://www.securitylab.ru/news/571010.php","","2026-04-23T07:02:34Z",
"158","Securitylab.ru","Как заморозить воду быстрее? Сначала вскипятите ее и плюньте на здравый смысл","У явления, которое выглядит как издевка над логикой, появилось объяснение через эффект Мпембы.","2026-03-31T14:31:00Z","https://www.securitylab.ru/news/571003.php","наука/","2026-04-23T07:02:34Z",
"159","Securitylab.ru","Тихий DNS-шепот. Как ChatGPT обманывал защиту и сливал данные хакерам за спиной OpenAI","Исследователи нашли способ превратить обычный диалог с ботом в канал утечки данных.","2026-03-31T14:03:13Z","https://www.securitylab.ru/news/571009.php","","2026-04-23T07:02:34Z",
"160","Securitylab.ru","Учёные? Не нужны. ИИ прошёл путь от «а что если» до научной публикации. Полностью. Один. Успешно","Рецензенты аплодируют стоя, но наука больше не будет прежней.","2026-03-31T13:34:00Z","https://www.securitylab.ru/news/571002.php","события/","2026-04-23T07:02:34Z",
"161","Securitylab.ru","От 14% до 4%: почему мир стал безопаснее, а хакеры — хитрее. Разбор отчета «Касперского»","Кибератаки высокой критичности упали до минимума за шесть лет.","2026-03-31T13:01:34Z","https://www.securitylab.ru/news/571007.php","","2026-04-23T07:02:34Z",
"162","Securitylab.ru","В Ростове-на-Дону протестировали режим полной изоляции интернета","Жители столкнулись с блокировками, которые невозможно обойти.","2026-03-31T12:31:23Z","https://www.securitylab.ru/news/571008.php","","2026-04-23T07:02:34Z",
"163","Securitylab.ru","Откройте доступ к коду из любой точки мира. Как работает новый проект rustunnel","Разработчик выпустил открытый аналог ngrok.","2026-03-31T12:01:17Z","https://www.securitylab.ru/news/570999.php","продукты/","2026-04-23T07:02:34Z",
"164","Securitylab.ru","41 минута под присмотром. 12 минут — самостоятельно. Роботы на Марсе устроили восстание против Земли","Спустя столько лет роверы готовы работать без нянек, и это меняет всё.","2026-03-31T11:30:00Z","https://www.securitylab.ru/news/570998.php","технологии/","2026-04-23T07:02:34Z",
"165","Securitylab.ru","Алло, вас подслушивают. Появился DVRTC – легальный способ подслушивать чужие звонки","Как за один вечер разобраться в уязвимостях интернет-телефонии и не сесть в тюрьму.","2026-03-31T11:06:34Z","https://www.securitylab.ru/news/570995.php","продукты/","2026-04-23T07:02:34Z",
"129","Securitylab.ru","Нейросети научились раздевать людей, а политики — запрещать технологии. Кто победит в этой битве","Популярным алгоритмам придётся найти себе дело попристойнее.","2026-03-31T10:35:10Z","https://www.securitylab.ru/news/570980.php","события/","2026-04-23T07:02:34Z",
"128","Securitylab.ru","Сканеры говорят «все ок», а хакеры уже внутри. Hadrian пришел исправить ситуацию","В открытый доступ выложен проект для аудита API.","2026-03-31T10:09:42Z","https://www.securitylab.ru/news/570992.php","продукты/","2026-04-23T07:02:34Z",
"127","Securitylab.ru","Поставил плагин и остался без крипты. Одна галочка в магазине расширений может стоить карьеры","Злоумышленники использовали старые расширения VS Code для установки шпионского ПО.","2026-03-31T09:35:03Z","https://www.securitylab.ru/news/570990.php","отчеты/","2026-04-23T07:02:34Z",
"126","Securitylab.ru","Послушал музыку — потерял данные. Ноу-хау от TeamPCP по упаковке вирусов в аудио","Почему крупнейшие сервисы до сих пор горят на детских ошибках?","2026-03-31T09:02:09Z","https://www.securitylab.ru/news/570988.php","отчеты/","2026-04-23T07:02:34Z",
"1","Securitylab.ru","Слишком много лайков вредит здоровью. Еще одна страна решила выгнать детей из соцсетей","Вице-канцлер Австрии назвал алгоритмы соцсетей главной угрозой психике.","2026-03-31T08:33:21Z","https://www.securitylab.ru/news/570986.php","право/","2026-04-23T07:02:34Z",
"2","Securitylab.ru","«Это не круто, Apple». Дуров жестко ответил на блокировку VPN-клиентов в России","Streisand, V2Box, v2RayTun исчезли из российского App Store.","2026-03-31T08:02:01Z","https://www.securitylab.ru/news/570993.php","","2026-04-23T07:02:34Z",
"3","Securitylab.ru","Один человек из индонезийской глубинки против Netflix, Disney и Amazon. Счёт — 0:50","Большие корпорации решили, что смотреть их сюжеты даром больше нельзя.","2026-03-31T07:35:10Z","https://www.securitylab.ru/news/570982.php","события/","2026-04-23T07:02:34Z",
"4","Securitylab.ru","«Последний день» от Павла Дурова. Telegram торопит пользователей покупать Premium на два года","В мессенджере появились странные уведомления.","2026-03-31T06:59:52Z","https://www.securitylab.ru/news/570985.php","","2026-04-23T07:02:34Z",
"5","Securitylab.ru","Взлом, которого не было (но он был). В ЕС пытаются понять, кто и зачем залез в их базы данных","Масштабы случившегося могут оказаться гораздо серьезнее официальных отчётов.","2026-03-31T06:30:10Z","https://www.securitylab.ru/news/570977.php","отчеты/","2026-04-23T07:02:34Z",
"6","Securitylab.ru","Летит как пчела, жалит как гибрид. Китай создал «тихий» двигатель для дронов.","Как гибридная схема сделает китайские дроны неуловимыми.","2026-03-31T06:00:00Z","https://www.securitylab.ru/news/570961.php","","2026-04-23T07:02:34Z",
"7","Securitylab.ru","За VPN пока не посадят. Просто сделают так больно, что сам откажешься","Шадаев назвал решение об ограничении VPN принятым на высшем государственном уровне.","2026-03-31T05:56:50Z","https://www.securitylab.ru/news/570984.php","","2026-04-23T07:02:34Z",
"8","Securitylab.ru","Послушали музыку — отдали ключи. Хакеры превратили обычный WAV-файл в шпиона","В официальной Python-библиотеке Telnyx обнаружили вредоносный код для кражи данных.","2026-03-31T05:35:10Z","https://www.securitylab.ru/news/570975.php","отчеты/","2026-04-23T07:02:34Z",
"9","Securitylab.ru","Доверяй, но проверяй каждый скрипт. История о том, как официальный CDN превратился в тыкву (и вирус)","Хакеры взломали десктопный клиент Apifox через официальный канал доставки контента.","2026-03-31T05:05:10Z","https://www.securitylab.ru/news/570973.php","отчеты/","2026-04-23T07:02:34Z",
"10","Securitylab.ru","Кибербезопасность курильщика. Пока компании медлят с обновлениями, хакеры вовсю пользуются брешью в F5","Стены некогда надёжной крепости на деле оказались из тонкого картона.","2026-03-31T04:35:10Z","https://www.securitylab.ru/news/570971.php","отчеты/","2026-04-23T07:02:34Z",
"11","Securitylab.ru","Взлом, долги и уход основателя. Рассказываем, как один из главных криптопроектов пытается не уйти на дно","Команда решилась на меры, которые ранее казались немыслимыми.","2026-03-31T04:05:10Z","https://www.securitylab.ru/news/570965.php","","2026-04-23T07:02:34Z",
"12","Securitylab.ru","Вирус, который вежливее системного администратора. Исследователи описали новый вредоносный набор, которого ещё нет в VirusTotal","Новый вредоносный софт маскируется под папки и обходит защиту Windows.","2026-03-31T03:30:10Z","https://www.securitylab.ru/news/570947.php","отчеты/","2026-04-23T07:02:34Z",
"13","Securitylab.ru","Мультивселенная существует? Физики говорят: не доказано. Но и отмахнуться уже не получается","Интерпретация квантовой механики объясняет случайность ветвлением реальности, где каждый вариант получает собственную вселенную.","2026-03-30T19:21:11Z","https://www.securitylab.ru/news/570968.php","наука/","2026-04-23T07:02:34Z",
"14","Securitylab.ru","Хочешь остаться в «белом списке» — блокируй VPN. Минцифры объяснило платформам, как сохранить статус","Плата за международный трафик, запрет пополнения Apple ID и блокировка VPN — три инициативы одного совещания.","2026-03-30T18:50:36Z","https://www.securitylab.ru/news/570978.php","","2026-04-23T07:02:34Z",
"15","Securitylab.ru","Флаг воткнули еще в 1969-м. Теперь речь идет о том, кто первым построит на Луне заправочную станцию","Artemis II должен доказать, что спутник Земли давно перестал быть символом прошлого и превратился в стратегическую площадку для науки, политики и космической экономики.","2026-03-30T18:02:18Z","https://www.securitylab.ru/news/570966.php","","2026-04-23T07:02:34Z",
"16","Securitylab.ru","Qwen без тормозов: китайскую языковую модель разблокировали на полную. Отказов — ноль, свободы — море","Новая ИИ-модель прошла сотни проверок на цензуру.","2026-03-30T17:36:39Z","https://www.securitylab.ru/news/570962.php","","2026-04-23T07:02:34Z",
"17","Securitylab.ru","Рефлексия, контракты и безопасность памяти. Почему C++26 называют самым сильным релизом после C++11","Комитет ISO завершил техническую подготовку стандарта C++26.","2026-03-30T17:06:39Z","https://www.securitylab.ru/news/570960.php","","2026-04-23T07:02:34Z",
"18","Securitylab.ru","Венера не даёт себя изучать, но китайцы придумали, как её обмануть: керамика, лазеры и маленькая хитрость с углекислым газом","Новый проект обещает сделать экспедиции к планете автономными.","2026-03-30T16:30:05Z","https://www.securitylab.ru/news/570959.php","","2026-04-23T07:02:34Z",
"19","Securitylab.ru","Врачи лечат, хакеры калечат. CareCloud больше не контролирует сведения о своих пациентах","Теневые площадки уже готовят ценники на свежие архивы.","2026-03-30T16:05:10Z","https://www.securitylab.ru/news/570953.php","кибератаки/","2026-04-23T07:02:34Z",
"20","Securitylab.ru","Ваш телевизор начал тормозить? Возможно, техника прямо сейчас участвует в крупнейшем взломе года","Хакеры захватили миллионы устройств, потому что владельцам лень сменить пароль «1234».","2026-03-30T15:33:34Z","https://www.securitylab.ru/news/570932.php","отчеты/","2026-04-23T07:02:34Z",
"5948","URA.RU - Российское информационное агентство","В Кургане закрыли общепит с шаурмой из-за антисанитарии","В Кургане на 90 суток приостановили работу точки общепита «Шаурма», расположенной в 3-м микрорайоне. Читать далее","2026-04-23T06:53:45Z","https://ura.news/news/1053087800","","2026-04-23T07:02:34Z",
"5949","URA.RU - Российское информационное агентство","Уровень воды в тюменских реках поднялся на десятки сантиметров за сутки","Уровень рек в Тюменской области стремительно поднимается. Читать далее","2026-04-23T06:52:36Z","https://ura.news/news/1053087821","","2026-04-23T07:02:34Z",
"5950","URA.RU - Российское информационное агентство","Отвечать за кадры для сельхозотрасти будет экс-чиновник, которого требовала уволить прокуратура","Отвечать за подготовку кадров для сельхозотрасти будет экс-чиновник, которого требовала уволить прокуратура Временно исполняющим обязанности ректора Уральского государственного аграрного университета назначен Михаил Флягин. Читать далее","2026-04-23T06:49:49Z","https://ura.news/news/1053087829","","2026-04-23T07:02:34Z",
"5951","URA.RU - Российское информационное агентство","Украина возобновила поставки по трубопроводу «Дружба» в Словакию","Словакия вновь начала получать нефть по трубопроводу ""Дружба"". Поставки возобновились после трехмесячной остановки поставок со стороны Украины. Читать далее","2026-04-23T06:48:00Z","https://ura.news/news/1053087832","","2026-04-23T07:02:34Z",
"5952","URA.RU - Российское информационное агентство","Большие зарплаты: кто в Челябинской области зарабатывает больше 200 тысяч рублей в месяц","В Челябинской области в первом квартале 2026 года самыми высокооплачиваемыми вахтовыми специалистами стали монтажники. Читать далее","2026-04-23T06:44:26Z","https://ura.news/news/1053087823","","2026-04-23T07:02:34Z",
"5953","URA.RU - Российское информационное агентство","Против главы скандальной УК Тюмени возбудили дело после публикации URA.RU","В Тюмени в отношении руководителя ООО «Витязь» Сергея Болдарева, которого жители микрорайона ММС годами обвиняли в создании опасных условий проживания и бездействии, возбуждено уголовное дело. Читать далее","2026-04-23T06:42:44Z","https://ura.news/news/1053087822","","2026-04-23T07:02:34Z",
"5954","URA.RU - Российское информационное агентство","Свердловские коммунальщики заплатят ветерану войны за холод в квартире","Кушвинский городской суд удовлетворил иск о компенсации морального вреда в пользу участницы Великой Отечественной войны, которой пришлось восемь дней жить без отопления в лютые морозы. Читать далее","2026-04-23T06:38:00Z","https://ura.news/news/1053087816","","2026-04-23T07:02:34Z",
"5955","URA.RU - Российское информационное агентство","В тюменском парке хотят построить самую длинную экотропу в России. Фото","В Тюмени в лесопарке Гагарина хотят построить самую длинную подвесную экотропу в России. Читать далее","2026-04-23T06:34:02Z","https://ura.news/news/1053087810","","2026-04-23T07:02:34Z",
"5956","URA.RU - Российское информационное агентство","Число рекомендованных к увольнению сотрудников в России выросло почти на 50%","Количество работников, рекомендованных к увольнению, достигло 105 147 человек к началу апреля 2026 года. Читать далее","2026-04-23T06:31:04Z","https://ura.news/news/1053087820","","2026-04-23T07:02:34Z",
"5957","URA.RU - Российское информационное агентство","Тюменский депутат Брыкин пошел на третий срок в Госдуму","Тюменский депутат Николай Брыкин пошел на третий срок в Госдуму. Читать далее","2026-04-23T06:24:23Z","https://ura.news/news/1053087806","","2026-04-23T07:02:34Z",
"5958","URA.RU - Российское информационное агентство","Автомобиль влетел в поезд в Сургуте","В Сургуте автомобиль столкнулся с вагоном поезда на железнодорожных путях. Читать далее","2026-04-23T06:21:05Z","https://ura.news/news/1053087817","","2026-04-23T07:02:34Z",
"5959","URA.RU - Российское информационное агентство","В Кремле ответили на слухи об отставке правительства после критики Путина","Россиянам не следует верить сообщениям telegram-каналов, которые после критики президента РФ Владимира Путина в адрес экономики страны начали распространять слухи о перестановках во власти и даже об отставке правительства. Читать далее","2026-04-23T06:21:02Z","https://ura.news/news/1053087815","","2026-04-23T07:02:34Z",
"5960","URA.RU - Российское информационное агентство","ФСБ задержала кубанца, пытавшегося присоединиться к ВСУ","Житель Краснодарского края был задержан органами ФСБ. Читать далее","2026-04-23T06:21:00Z","https://ura.news/news/1053087819","","2026-04-23T07:02:34Z",
"5961","URA.RU - Российское информационное агентство","Путин наградил главу IBA Кремлева орденом Дружбы","В Кремле президент России Владимир Путин вручил государственные награды, отметив достижения атлетов в 2025 году. Читать далее","2026-04-23T06:08:30Z","https://ura.news/news/1053087795","","2026-04-23T07:02:34Z",
"5962","URA.RU - Российское информационное агентство","Десятки судей лишились постов после назначения Краснова","С момента назначения Игоря Краснова председателем Верховного суда РФ (сентябрь 2025 года) в судебной системе произошли кадровые изменения беспрецедентного масштаба. Читать далее","2026-04-23T06:07:47Z","https://ura.news/news/1053087808","","2026-04-23T07:02:34Z",
"5963","URA.RU - Российское информационное агентство","Forbes назвал самых богатых россиян с активами в Свердловской области","Восемь бизнесменов, чьи активы связаны со Свердловской областью, попали в список наибогатейших россиян по версии американского журнала Forbes. Среди них — владельцы крупнейших холдингов Виктор Вексельберг, Искандер Махмудов, Андрей Козицын, Игорь Алтушкин и другие промышленники. Читать далее","2026-04-23T06:07:00Z","https://ura.news/news/1053087792","","2026-04-23T07:02:34Z",
"5964","URA.RU - Российское информационное агентство","Задержанный ФСБ бывший вице-мэр Челябинска Астахов не смог выйти на свободу","Бывший вице-мэр Челябинска Александр Астахов, задержанный ФСБ по делу о злоупотреблении должностными полномочиями, не смог оспорить срок в СИЗО. Читать далее","2026-04-23T06:04:03Z","https://ura.news/news/1053087809","","2026-04-23T07:02:34Z",
"5965","URA.RU - Российское информационное агентство","Силовики раскрыли подробности ЧП с ножом в школе Нового Уренгоя","Появились подробности происшествия в школе Нового Уренгоя (ЯНАО), где охранники обезоружили подростка с ножом. Читать далее","2026-04-23T06:02:40Z","https://ura.news/news/1053087798","","2026-04-23T07:02:34Z",
"5966","URA.RU - Российское информационное агентство","Пожар на промобъекте Нижегородской области начался из-за атаки ВСУ","Украина массированно атаковала Нижегородскую область в ночь на 23 апреля. Читать далее","2026-04-23T06:02:00Z","https://ura.news/news/1053087812","","2026-04-23T07:02:34Z",
"5967","URA.RU - Российское информационное агентство","Украина хочет перекрыть «Дружбу» несмотря на полученный кредит от ЕС","После всех обманов Киева вокруг нефтепровода «Дружба» нельзя быть уверенным в его честности. Читать далее","2026-04-23T06:01:23Z","https://ura.news/news/1053087803","","2026-04-23T07:02:34Z",
"5968","URA.RU - Российское информационное агентство","Сервис дешевого арендного жилья хотят развивать ямальские власти","Парламентарии Ямала внесли изменения в региональный закон «О налоге на имущество организаций», установив преференции для арендного жилья, построенного Дом. Читать далее","2026-04-23T06:00:00Z","https://ura.news/news/1053087807","","2026-04-23T07:02:34Z",
"5969","URA.RU - Российское информационное агентство","Киев ударил по заводам Самарской области, есть погибший: что известно к этому часу","Самарская область подверглась атаке украинских беспилотников утром 23 апреля. Читать далее","2026-04-23T05:55:22Z","https://ura.news/articles/1053087790","","2026-04-23T07:02:34Z",
"5970","URA.RU - Российское информационное агентство","Принц Гарри срочно прибыл на Украину","Принц Гарри совершил необъявленный визит в Киев. Читать далее","2026-04-23T05:53:00Z","https://ura.news/news/1053087805","","2026-04-23T07:02:34Z",
"5971","URA.RU - Российское информационное агентство","Власти в США бьют тревогу из-за нашествия прыгающих азиатских червей","Новый вредитель, азиатский прыгающий червь, держит в страхе штат Колорадо в США — он разрушает почву и вредит растениям, что создает угрозу для садоводств и лесных хозяйств. Читать далее","2026-04-23T05:48:33Z","https://ura.news/news/1053087797","","2026-04-23T07:02:34Z",
"5972","URA.RU - Российское информационное агентство","Давление в Москве упало до десятилетнего рекорда","Суточный рекорд минимального атмосферного давления 2015 года обновлен в Москве в четверг — показания барометров опустились до 726,6 миллиметров ртутного столба. Читать далее","2026-04-23T05:45:34Z","https://ura.news/news/1053087796","","2026-04-23T07:02:34Z",
"5973","URA.RU - Российское информационное агентство","Минус один: в новом рейтинге Forbes осталось четыре челябинских миллиардера","В новом рейтинге Forbes осталось четыре челябинских миллиардера — председатель совета директоров ММК Виктор Рашников, основатель сети «Красное&Белое» Сергей Студенников , бывший председатель совета директоров группы «ЧТПЗ» Андрей Комаров и директор «Рыбаков Фонда» Игорь Рыбаков . Ежегодно в этот рейтинг попадал и основатель ЮГК Константин Струков. Читать далее","2026-04-23T05:44:00Z","https://ura.news/news/1053087802","","2026-04-23T07:02:34Z",
"5974","URA.RU - Российское информационное агентство","Самолеты прекратили полеты над Пензой","Аэропорт Пензы приостановил работу. Читать далее","2026-04-23T05:38:00Z","https://ura.news/news/1053087801","","2026-04-23T07:02:34Z",
"5975","URA.RU - Российское информационное агентство","В Кургане закрыли столовую восточной кухни из-за массовых нарушений. Фото","Роспотребнадзор выявил в столовой «Азия» города Кургана грубые нарушения санитарно-эпидемиологических требований, после чего суд приостановил ее работу на 90 суток. Читать далее","2026-04-23T05:30:00Z","https://ura.news/news/1053087718","","2026-04-23T07:02:34Z",
"5976","URA.RU - Российское информационное агентство","Магнитные бури 24 апреля 2026: что говорят эксперты","Специалисты по космической погоде прогнозируют 24 апреля 2026 года спокойное состояние магнитосферы, поэтому метеозависимым людям не стоит беспокоиться о состоянии своего здоровья. Читать далее","2026-04-23T05:27:11Z","https://ura.news/news/1053087788","","2026-04-23T07:02:34Z",
"5977","URA.RU - Российское информационное агентство","«Дагестанского Трампа» оштрафовали за оскорбление россиян","В Махачкале местный житель скрывался под именем президента США Дональда Трампа и оставлял гневные комментарии, за что получил штраф. Читать далее","2026-04-23T05:17:00Z","https://ura.news/news/1053087789","","2026-04-23T07:02:34Z",
"5978","URA.RU - Российское информационное агентство","В России взлетел спрос на услуги таксистов и курьеров","В России за год стабильно растет спрос на исполнителей по большинству направлений для частичной занятости. Читать далее","2026-04-23T05:09:53Z","https://ura.news/news/1053087627","","2026-04-23T07:02:34Z",
"5979","URA.RU - Российское информационное агентство","В Кремле обозначили, когда Зеленский приедет к Путину в Москву: карта СВО 23 апреля","Президент России Владимир Путин готов в любой момент принять Владимира Зеленского в Москве, но только для того, чтобы подвести черту под всеми тщательно проработанными договоренностями. Читать далее","2026-04-23T05:09:31Z","https://ura.news/articles/1053087780","","2026-04-23T07:02:34Z",
"5980","URA.RU - Российское информационное агентство","Власти Кургана выступили с важным обращением из-за масштабного отключения воды. Видео","В мэрии Кургана напомнили горожанам о предстоящей Арбинских очистных сооружений и отключении воды с полуночи 24 апреля. Читать далее","2026-04-23T05:02:15Z","https://ura.news/news/1053087782","","2026-04-23T07:02:34Z",
"5981","URA.RU - Российское информационное агентство","Челябинка из Forbes отозвала заявление о банкротстве","Супруга челябинского олигарха Юрия Антипова и экс-совладелица национализированных активов Группы ЧЭМК отзывает заявление о признании себя финансово-несостоятельной. Читать далее","2026-04-23T05:01:18Z","https://ura.news/news/1053087787","","2026-04-23T07:02:34Z",
"5982","URA.RU - Российское информационное агентство","Знаете ли вы Тюмень на самом деле: интересный тест-проверка местного сленга","У тюменцев, как и у жителей других городов, есть свой шифр. Читать далее","2026-04-23T05:01:00Z","https://ura.news/news/1053087684","","2026-04-23T07:02:34Z",
"5983","URA.RU - Российское информационное агентство","Тюменские подростки попытались ограбить пункт Wildberries","Двое несовершеннолетних (16-17 лет) попытались ограбить пункт выдачи заказов «Wildberries» в Ишиме. Читать далее","2026-04-23T05:00:04Z","https://ura.news/news/1053087786","","2026-04-23T07:02:34Z",
"5984","URA.RU - Российское информационное агентство","При пожаре на эсминце Zumwalt пострадали трое моряков","Трое человек пострадали при пожаре на борту американского эсминца Zumwalt, который находился на верфи в городе Паскагула (штат Миссисипи). Информацию об этом сообщают СМИ. Читать далее","2026-04-23T04:56:41Z","https://ura.news/news/1053087785","","2026-04-23T07:02:34Z",
"5985","URA.RU - Российское информационное агентство","В школе Нового Уренгоя задержали вооруженного ножом подростка","В Новом Уренгое обезвредили подростка, который принес в школу нож. Читать далее","2026-04-23T04:52:19Z","https://ura.news/news/1053087778","","2026-04-23T07:02:34Z",
"5986","URA.RU - Российское информационное агентство","Битва миллиардеров: кто вошел в список самых богатых россиян в 2026 году","Новым лидером среди российских бизнесменов стал совладелец «Северстали» Алексей Мордашов. Читать далее","2026-04-23T04:47:00Z","https://ura.news/news/1053076161","","2026-04-23T07:02:34Z",
"5987","URA.RU - Российское информационное агентство","В Кургане Тобол за сутки вырос на 16 см. Скрин","Уровень реки Тобол в Кургане за сутки вырос на 16 см. Читать далее","2026-04-23T04:44:46Z","https://ura.news/news/1053087781","","2026-04-23T07:02:34Z",
"5988","URA.RU - Российское информационное агентство","Шашлычный бум: в Курганской области взлетел спрос на поваров на мангале","Жители Курганской области с наступлением весны начали массово готовиться к сезону шашлыков — и все чаще доверяют это профессионалам. Читать далее","2026-04-23T04:30:00Z","https://ura.news/news/1053087664","","2026-04-23T07:02:34Z",
"5989","URA.RU - Российское информационное агентство","Картофель с химикатами из соседней страны теснит конкурентов из Африки","Сезонную нехватку отечественного картофеля в апреле-июне стали компенсировать ростом поставок из Китая, который уже вышел на второе место в структуре импорта после Египта. Читать далее","2026-04-23T04:29:00Z","https://ura.news/articles/1053087707","","2026-04-23T07:02:34Z",
"5990","URA.RU - Российское информационное агентство","Новый минимум зарплаты хотят ввести в России","Группа депутатов Госдумы внесет на рассмотрение парламента межфракционный законопроект, предлагающий ввести в России минимальную почасовую оплату труда. Читать далее","2026-04-23T04:25:00Z","https://ura.news/news/1053087776","","2026-04-23T07:02:34Z",
"5991","URA.RU - Российское информационное агентство","ПВО сбили более 150 украинских БПЛА за ночь","Украина атаковала российские регионы в ночь на 23 апреля. Читать далее","2026-04-23T04:20:00Z","https://ura.news/news/1053087777","","2026-04-23T07:02:34Z",
"5992","URA.RU - Российское информационное агентство","Евросоюз начал экстренно качать газ на фоне дефицита","Европа приступила к закачке газа в подземные хранилища газа (ПХГ) с более низкими запасами, чем в предыдущие годы. Читать далее","2026-04-23T04:10:00Z","https://ura.news/news/1053087775","","2026-04-23T07:02:34Z",
"5993","URA.RU - Российское информационное агентство","Курганские озера начали зарыблять сырками","В Белозерском округе Курганской области начали сезон зарыбления водоемов. Читать далее","2026-04-23T04:05:34Z","https://ura.news/news/1053087774","","2026-04-23T07:02:34Z",
"5994","URA.RU - Российское информационное агентство","Стандарт на спирт, отопление и «советское» мороженое: для каких продуктов и услуг вернули ГОСТ в России","В России возвращается мода на межгосударственные стандарты качества для производителей стран СНГ и ЕАЭС. Читать далее","2026-04-23T03:56:00Z","https://ura.news/news/1053073484","","2026-04-23T07:02:34Z",
"5995","URA.RU - Российское информационное агентство","В Латвии объяснили, зачем Лайма Вайкуле делает антироссийские заявления","Латвийская певица Лайма Вайкуле озвучивает антисоветскую и антироссийскую повестку лишь из конъюнктуры и потому, что вынуждена это делать, живя в Прибалтике. Читать далее","2026-04-23T03:54:00Z","https://ura.news/news/1053087771","","2026-04-23T07:02:34Z",
